X	Y	Z	Label (0=S1,1=S2,4=IB)
0.037850	3.132216	-0.963244	0.000000
-0.000455	3.089795	-0.987350	0.000000
-0.019218	3.068496	-0.983150	0.000000
0.075799	-3.082516	0.952531	1.000000
-0.031231	-3.152681	0.952020	1.000000
-0.043369	-3.147407	1.191745	1.000000
-0.037375	-3.052763	1.023481	1.000000
-0.065200	-3.194652	0.934552	1.000000
-0.003844	-3.184457	0.963979	1.000000
0.107046	-3.099797	0.986576	1.000000
0.084163	-3.149993	0.965687	1.000000
0.060321	-3.200027	1.026724	1.000000
-0.008901	-3.227263	1.009565	1.000000
0.012632	-3.148565	1.103876	1.000000
0.102523	-3.206346	0.974949	1.000000
0.003373	-3.129411	0.904071	1.000000
-0.013334	-3.051404	1.026672	1.000000
-0.042553	-3.100705	0.976504	1.000000
-0.001645	-3.110063	0.950891	1.000000
0.016053	-3.095621	1.023968	1.000000
-0.013396	-3.033973	0.943173	1.000000
0.008046	-3.157611	0.939172	1.000000
0.066988	-3.098537	0.985744	1.000000
0.063586	-3.080307	0.998714	1.000000
0.042840	-3.064674	0.994289	1.000000
0.120020	-3.110913	1.000786	1.000000
0.001649	-3.109353	0.981156	1.000000
0.047303	-3.184992	1.123080	1.000000
0.018102	-3.063855	1.018298	1.000000
0.134552	-3.065319	1.041707	1.000000
0.096838	-3.119884	1.047501	1.000000
0.081742	-3.100189	1.016873	1.000000
0.010729	-3.120266	0.927112	1.000000
0.037729	-2.975182	1.089951	1.000000
0.041530	-3.099160	0.935020	1.000000
0.131875	-3.114186	0.960433	1.000000
0.153983	-3.032107	0.973600	1.000000
0.051886	-2.964973	1.036550	1.000000
0.057713	-3.030341	0.906687	1.000000
0.163901	-3.016487	0.927537	1.000000
0.100526	-3.058750	0.993778	1.000000
0.130610	-2.970845	0.981328	1.000000
0.144820	-3.074921	1.117901	1.000000
0.023137	-3.133504	0.975753	1.000000
0.067257	-3.028710	0.981222	1.000000
0.044931	-3.045366	1.020120	1.000000
0.131046	-3.071096	0.960308	1.000000
0.128432	-3.021955	0.955591	1.000000
0.125203	-3.111263	1.073013	1.000000
0.163400	-3.005233	0.950141	1.000000
0.157085	-2.972693	0.997557	1.000000
0.121584	-3.044127	0.980346	1.000000
0.130341	-3.013441	1.013348	1.000000
0.070095	-3.024295	1.037852	1.000000
0.065376	-3.051624	1.076450	1.000000
0.094702	-2.970725	0.958387	1.000000
0.139932	-2.957007	1.073263	1.000000
0.096144	-2.999536	0.977353	1.000000
0.057548	-3.046458	1.087674	1.000000
0.185903	-2.980434	0.982650	1.000000
0.154175	-3.008149	1.134352	1.000000
0.078291	-3.045999	0.960365	1.000000
0.126913	-2.964782	0.950401	1.000000
0.263600	-3.014587	1.008820	1.000000
0.159477	-3.002035	1.047167	1.000000
0.178865	-3.101427	1.050310	1.000000
0.120066	-3.056059	1.020663	1.000000
0.096015	-2.957366	1.063466	1.000000
0.113721	-2.908046	1.010502	1.000000
0.280416	-2.930222	1.131036	1.000000
0.197256	-2.885973	0.996496	1.000000
0.227786	-2.959015	0.988413	1.000000
0.130082	-3.006552	1.052457	1.000000
0.181387	-2.913812	1.116875	1.000000
0.213023	-2.860999	1.011219	1.000000
0.161329	-2.901714	0.948755	1.000000
0.160814	-2.964722	1.070762	1.000000
0.202850	-2.984440	1.035731	1.000000
0.160322	-2.980388	0.997603	1.000000
0.132949	-2.940351	0.993840	1.000000
0.129943	-2.986936	0.972472	1.000000
0.179598	-2.913689	1.015177	1.000000
0.192670	-2.960856	1.079415	1.000000
0.209242	-2.900339	1.062264	1.000000
0.178043	-2.939506	1.021590	1.000000
0.141184	-2.940716	1.090112	1.000000
0.129049	-2.953965	1.005409	1.000000
0.186934	-2.990282	1.001452	1.000000
0.232483	-2.912079	1.031743	1.000000
0.157928	-2.902876	1.081648	1.000000
0.232636	-2.945265	0.994685	1.000000
0.192914	-2.908738	0.995485	1.000000
0.243855	-2.912878	0.952878	1.000000
0.268243	-2.900922	1.040815	1.000000
0.196265	-2.962168	0.984782	1.000000
0.287000	-2.940028	1.022939	1.000000
0.206564	-2.945887	0.961254	1.000000
0.252282	-2.913257	1.036255	1.000000
0.195480	-2.904891	0.980008	1.000000
0.223190	-3.031272	1.067866	1.000000
0.289814	-2.865939	0.979787	1.000000
0.259635	-2.744040	1.098164	1.000000
0.190796	-2.887095	0.992929	1.000000
0.203448	-2.834975	1.064859	1.000000
0.204812	-2.878205	1.059280	1.000000
0.183309	-2.884029	1.048958	1.000000
0.196977	-2.922141	1.063262	1.000000
0.302808	-2.969001	1.040819	1.000000
0.250140	-2.874402	1.048778	1.000000
0.202608	-2.892894	1.047720	1.000000
0.282394	-2.883715	1.029186	1.000000
0.284718	-2.848249	1.039780	1.000000
0.356773	-2.862424	1.113056	1.000000
0.257919	-2.875361	1.050508	1.000000
0.228409	-2.787719	0.991878	1.000000
0.319936	-2.902598	1.083480	1.000000
0.265887	-2.861997	0.976626	1.000000
0.339083	-2.837378	1.027706	1.000000
0.333302	-2.829899	1.055020	1.000000
0.290568	-2.908502	0.989494	1.000000
0.300635	-2.896642	1.116522	1.000000
0.317138	-2.794325	1.055152	1.000000
0.252541	-2.796421	1.077235	1.000000
0.243690	-2.837761	0.934418	1.000000
0.307679	-2.854745	1.086310	1.000000
0.270748	-2.795687	0.920664	1.000000
0.310425	-2.884973	1.034189	1.000000
0.369284	-2.811360	1.068772	1.000000
0.306955	-2.822634	1.104787	1.000000
0.302653	-2.799523	0.999996	1.000000
0.124867	-2.828334	1.037678	1.000000
0.320046	-2.842847	1.102427	1.000000
0.334705	-2.856423	1.026419	1.000000
0.297696	-2.755360	1.043658	1.000000
0.248267	-2.817202	1.152742	1.000000
0.357882	-2.771291	1.036288	1.000000
0.259556	-2.803471	1.012360	1.000000
0.296436	-2.846890	1.080056	1.000000
0.371448	-2.859245	1.012627	1.000000
0.377989	-2.785295	1.043406	1.000000
0.329217	-2.804606	1.088505	1.000000
0.292214	-2.747661	1.113239	1.000000
0.358172	-2.805945	1.089483	1.000000
0.364414	-2.734170	1.038871	1.000000
0.364903	-2.795493	0.966755	1.000000
0.320749	-2.754509	1.091058	1.000000
0.330967	-2.739655	1.046722	1.000000
0.453183	-2.759282	1.097790	1.000000
0.398246	-2.742907	1.004508	1.000000
0.381019	-2.855055	1.081283	1.000000
0.298248	-2.742529	1.141394	1.000000
0.321029	-2.783457	1.120396	1.000000
0.347434	-2.743872	1.176359	1.000000
0.360866	-2.727209	1.030276	1.000000
0.329629	-2.819698	1.069167	1.000000
0.362904	-2.727526	1.078940	1.000000
0.408734	-2.785863	1.096803	1.000000
0.323937	-2.718152	1.125290	1.000000
0.380048	-2.730830	1.089376	1.000000
0.363276	-2.785503	1.034454	1.000000
0.462975	-2.780858	1.034666	1.000000
0.455411	-2.742535	1.080746	1.000000
0.349604	-2.698214	1.048845	1.000000
0.324309	-2.604830	1.035095	1.000000
0.332295	-2.763919	1.059265	1.000000
0.329940	-2.815928	1.016124	1.000000
0.374442	-2.772636	1.095134	1.000000
0.413925	-2.747262	1.027916	1.000000
0.412303	-2.781751	1.100518	1.000000
0.378130	-2.584809	1.133955	1.000000
0.401294	-2.784068	1.044721	1.000000
0.411472	-2.709713	1.156442	1.000000
0.429199	-2.715094	1.119831	1.000000
0.390593	-2.668998	1.138575	1.000000
0.382564	-2.718518	1.151867	1.000000
0.362600	-2.679757	1.064572	1.000000
0.424083	-2.739061	1.098829	1.000000
0.513032	-2.680674	1.183678	1.000000
0.413437	-2.689127	1.070111	1.000000
0.475440	-2.765489	1.142925	1.000000
0.382367	-2.707312	1.092933	1.000000
0.488510	-2.628990	1.116890	1.000000
0.440358	-2.608463	1.132721	1.000000
0.458847	-2.608829	1.152927	1.000000
0.375028	-2.742665	1.114120	1.000000
0.455744	-2.678119	1.119731	1.000000
0.423370	-2.705264	1.108189	1.000000
0.389729	-2.631442	1.109027	1.000000
0.352555	-2.699501	1.128198	1.000000
0.523178	-2.644334	1.104464	1.000000
0.492804	-2.691773	1.054678	1.000000
0.536058	-2.700590	1.091787	1.000000
0.468282	-2.728400	1.208841	1.000000
0.431194	-2.694286	1.079253	1.000000
0.510025	-2.773210	1.143766	1.000000
0.532115	-2.648988	1.063340	1.000000
0.472530	-2.654351	1.173640	1.000000
0.491150	-2.622847	1.079493	1.000000
0.450810	-2.576975	1.136512	1.000000
0.422134	-2.624035	1.082372	1.000000
0.503404	-2.583303	1.087857	1.000000
0.593624	-2.721400	1.076842	1.000000
0.514116	-2.634028	1.131154	1.000000
0.522857	-2.641657	1.216790	1.000000
0.485333	-2.639980	1.148897	1.000000
0.514700	-2.571898	1.106956	1.000000
0.529666	-2.623766	1.079686	1.000000
0.509763	-2.550939	1.166320	1.000000
0.461117	-2.672827	1.161755	1.000000
0.484695	-2.634021	1.148023	1.000000
0.457908	-2.592047	1.152558	1.000000
0.480657	-2.617857	1.136185	1.000000
0.518022	-2.637877	1.102269	1.000000
0.438453	-2.536377	1.109748	1.000000
0.467154	-2.513468	1.090220	1.000000
0.608140	-2.574956	1.166859	1.000000
0.502606	-2.574224	1.178261	1.000000
0.516449	-2.603279	1.097162	1.000000
0.540169	-2.592032	1.166717	1.000000
0.449708	-2.624650	1.136009	1.000000
0.592641	-2.605947	1.065155	1.000000
0.484976	-2.491982	1.268354	1.000000
0.465957	-2.568635	1.138982	1.000000
0.585030	-2.638587	1.178786	1.000000
0.565846	-2.600378	1.116604	1.000000
0.536157	-2.590986	1.128098	1.000000
0.544746	-2.579963	1.121702	1.000000
0.423001	-2.581548	1.093030	1.000000
0.570497	-2.639952	1.078623	1.000000
0.514854	-2.551743	1.122540	1.000000
0.633797	-2.543352	1.121899	1.000000
0.590664	-2.634339	1.234749	1.000000
0.568950	-2.598782	1.174805	1.000000
0.486041	-2.507246	1.084651	1.000000
0.503847	-2.546527	1.208815	1.000000
0.592845	-2.506479	1.195461	1.000000
0.577563	-2.536421	1.152185	1.000000
0.496401	-2.556979	1.153557	1.000000
0.557102	-2.515146	1.182193	1.000000
0.570066	-2.550975	1.153950	1.000000
0.553953	-2.515650	1.140109	1.000000
0.570201	-2.546993	1.268213	1.000000
0.612035	-2.636903	1.213187	1.000000
0.572759	-2.530714	1.190884	1.000000
0.604807	-2.538639	1.143295	1.000000
0.528604	-2.490376	1.164519	1.000000
0.556274	-2.525933	1.146890	1.000000
0.634998	-2.499223	1.223068	1.000000
0.511934	-2.544022	1.228636	1.000000
0.502777	-2.648836	1.226401	1.000000
0.565658	-2.497733	1.216471	1.000000
0.609936	-2.557658	1.184145	1.000000
0.598896	-2.542657	1.158662	1.000000
0.615921	-2.509870	1.269396	1.000000
0.579353	-2.558760	1.139126	1.000000
0.604558	-2.455355	1.110836	1.000000
0.550830	-2.523888	1.227661	1.000000
0.594781	-2.380039	1.275670	1.000000
0.576126	-2.490983	1.122014	1.000000
0.615197	-2.477156	1.184104	1.000000
0.554501	-2.455722	1.291579	1.000000
0.532193	-2.484177	1.167210	1.000000
0.573350	-2.547373	1.182501	1.000000
0.537434	-2.358743	1.222676	1.000000
0.591470	-2.464902	1.249255	1.000000
0.610248	-2.566086	1.103826	1.000000
0.617504	-2.446422	1.141035	1.000000
0.581992	-2.512009	1.074053	1.000000
0.631835	-2.467515	1.254408	1.000000
0.659492	-2.426961	1.330423	1.000000
0.713278	-2.348021	1.137680	1.000000
0.696850	-2.474571	1.274837	1.000000
0.693679	-2.479430	1.165740	1.000000
0.722379	-2.495560	1.197650	1.000000
0.699484	-2.444607	1.384207	1.000000
0.703145	-2.503422	1.119865	1.000000
0.595540	-2.487422	1.168910	1.000000
0.608461	-2.375458	1.220076	1.000000
0.659116	-2.386633	1.167432	1.000000
0.644907	-2.523043	1.203889	1.000000
0.766781	-2.450023	1.310436	1.000000
0.647446	-2.321884	1.235526	1.000000
0.642254	-2.500112	1.193632	1.000000
0.638031	-2.465295	1.300232	1.000000
0.679664	-2.423960	1.198342	1.000000
0.773868	-2.460703	1.255059	1.000000
0.601012	-2.472603	1.247477	1.000000
0.627612	-2.416535	1.185097	1.000000
0.546951	-2.416567	1.252999	1.000000
0.628250	-2.412857	1.248783	1.000000
0.731620	-2.437286	1.262916	1.000000
0.788631	-2.482820	1.280403	1.000000
0.750101	-2.350361	1.261402	1.000000
0.641107	-2.398672	1.283489	1.000000
0.603537	-2.329464	1.238405	1.000000
0.703389	-2.466998	1.216564	1.000000
0.663012	-2.443712	1.202806	1.000000
0.782409	-2.452440	1.283313	1.000000
0.649311	-2.368545	1.187001	1.000000
0.668718	-2.437557	1.258346	1.000000
0.671415	-2.337660	1.339413	1.000000
0.629947	-2.367201	1.221801	1.000000
0.739838	-2.381911	1.211296	1.000000
0.787360	-2.352378	1.251928	1.000000
0.676464	-2.441185	1.332394	1.000000
0.765688	-2.392335	1.275641	1.000000
0.694718	-2.351620	1.245046	1.000000
0.694611	-2.353340	1.207238	1.000000
0.648063	-2.342269	1.225725	1.000000
0.615422	-2.385323	1.301109	1.000000
0.651943	-2.386195	1.284109	1.000000
0.696239	-2.287530	1.254816	1.000000
0.634078	-2.341410	1.306571	1.000000
0.788994	-2.327079	1.260750	1.000000
0.715258	-2.338277	1.405537	1.000000
0.766415	-2.473553	1.299435	1.000000
0.730030	-2.302168	1.307907	1.000000
0.654560	-2.348712	1.303470	1.000000
0.724678	-2.315397	1.308324	1.000000
0.783624	-2.360836	1.304606	1.000000
0.685764	-2.273915	1.361424	1.000000
0.733695	-2.330206	1.356649	1.000000
0.672559	-2.257422	1.372031	1.000000
0.720768	-2.338982	1.366590	1.000000
0.731523	-2.348210	1.299830	1.000000
0.757542	-2.409106	1.273071	1.000000
0.771347	-2.265611	1.387323	1.000000
0.785318	-2.332806	1.357000	1.000000
0.696896	-2.341996	1.344106	1.000000
0.660006	-2.327315	1.327133	1.000000
0.661455	-2.311612	1.342885	1.000000
0.757596	-2.405360	1.331739	1.000000
0.690993	-2.341719	1.339956	1.000000
0.748544	-2.199307	1.378165	1.000000
0.762302	-2.219902	1.327755	1.000000
0.756864	-2.187887	1.430645	1.000000
0.755984	-2.294634	1.371884	1.000000
0.707601	-2.293937	1.318181	1.000000
0.673833	-2.261358	1.319739	1.000000
0.760389	-2.260589	1.354705	1.000000
0.701000	-2.276271	1.345967	1.000000
0.719914	-2.285183	1.366325	1.000000
0.717632	-2.313209	1.311529	1.000000
0.798770	-2.355924	1.313370	1.000000
0.777907	-2.307503	1.393031	1.000000
0.759550	-2.321745	1.403849	1.000000
0.667448	-2.222523	1.395314	1.000000
0.733131	-2.257030	1.325314	1.000000
0.829926	-2.257712	1.394270	1.000000
0.693829	-2.298952	1.352003	1.000000
0.773481	-2.141411	1.400611	1.000000
0.731255	-2.237193	1.324177	1.000000
0.811646	-2.293563	1.352544	1.000000
0.821941	-2.251174	1.327893	1.000000
0.812799	-2.321476	1.360699	1.000000
0.799067	-2.338352	1.327387	1.000000
0.747265	-2.255178	1.462314	1.000000
0.842708	-2.150048	1.339502	1.000000
0.789438	-2.224796	1.396916	1.000000
0.693564	-2.196516	1.402499	1.000000
0.759738	-2.199041	1.257362	1.000000
0.695205	-2.324630	1.285880	1.000000
0.804630	-2.241086	1.261189	1.000000
0.764857	-2.323841	1.501638	1.000000
0.768003	-2.283502	1.235721	1.000000
0.794042	-2.213774	1.420964	1.000000
0.804748	-2.209455	1.403439	1.000000
0.685280	-2.287259	1.310608	1.000000
0.761981	-2.191490	1.410023	1.000000
0.760490	-2.315016	1.422264	1.000000
0.826983	-2.168843	1.357041	1.000000
0.867971	-2.160189	1.434131	1.000000
0.795805	-2.128215	1.396595	1.000000
0.847877	-2.286323	1.417638	1.000000
0.773282	-2.218317	1.454617	1.000000
0.842538	-2.241634	1.435976	1.000000
0.820832	-2.272470	1.435981	1.000000
0.749882	-2.158666	1.467240	1.000000
0.712541	-2.187134	1.549316	1.000000
0.735144	-2.165260	1.419611	1.000000
0.832147	-2.163669	1.425267	1.000000
0.777923	-2.200410	1.345795	1.000000
0.854255	-2.209511	1.418280	1.000000
0.751578	-2.228332	1.437565	1.000000
0.817945	-2.185281	1.392355	1.000000
0.854243	-2.223698	1.460641	1.000000
0.733484	-2.137343	1.365900	1.000000
0.761015	-2.158991	1.424762	1.000000
0.874270	-2.273161	1.488689	1.000000
0.869226	-2.177651	1.424873	1.000000
0.995713	-2.082455	1.492792	1.000000
0.892188	-2.158066	1.450102	1.000000
0.814934	-2.160258	1.465621	1.000000
0.806809	-2.169457	1.349495	1.000000
0.838698	-2.199005	1.407495	1.000000
0.858537	-2.132073	1.462663	1.000000
0.838632	-2.106296	1.415593	1.000000
0.843559	-2.131983	1.460448	1.000000
0.800020	-2.080606	1.478481	1.000000
0.800457	-2.164576	1.442738	1.000000
0.884532	-2.081926	1.494817	1.000000
0.917613	-2.126866	1.410842	1.000000
0.871033	-2.128880	1.403626	1.000000
0.920237	-2.055647	1.424910	1.000000
0.867997	-2.172296	1.464870	1.000000
0.861189	-2.034115	1.419517	1.000000
0.871020	-2.118215	1.444892	1.000000
0.859108	-2.147602	1.463842	1.000000
0.902603	-2.111031	1.527359	1.000000
0.820064	-2.025144	1.550246	1.000000
0.806382	-2.093497	1.438976	1.000000
0.869294	-2.089066	1.469257	1.000000
0.785541	-2.048725	1.502330	1.000000
0.931147	-2.141546	1.490386	1.000000
0.908367	-2.072061	1.496623	1.000000
0.877713	-2.132086	1.488409	1.000000
0.838761	-2.178213	1.555464	1.000000
0.893127	-2.045231	1.485433	1.000000
0.827475	-2.110029	1.553482	1.000000
0.893558	-2.028815	1.448868	1.000000
0.848725	-2.084428	1.534622	1.000000
0.837756	-2.083216	1.535756	1.000000
0.925064	-2.139552	1.381562	1.000000
0.891753	-2.039716	1.587351	1.000000
0.816880	-2.157298	1.561677	1.000000
0.914353	-2.024036	1.497226	1.000000
0.904310	-2.054397	1.534139	1.000000
0.946368	-2.179107	1.511806	1.000000
0.891897	-2.129994	1.481341	1.000000
0.821356	-2.060310	1.533077	1.000000
0.908969	-2.080825	1.554857	1.000000
0.857840	-2.032800	1.495335	1.000000
0.847065	-2.034556	1.500598	1.000000
0.872687	-2.058400	1.581936	1.000000
0.854925	-2.038467	1.532504	1.000000
0.849525	-2.040261	1.499917	1.000000
0.867753	-2.079259	1.520115	1.000000
0.941939	-2.043756	1.580222	1.000000
0.904614	-2.074930	1.609992	1.000000
0.889437	-2.083001	1.551715	1.000000
0.833572	-2.057568	1.565633	1.000000
0.880569	-2.012868	1.460165	1.000000
0.910462	-2.019867	1.562368	1.000000
0.856542	-2.058426	1.573221	1.000000
0.865758	-2.061030	1.552739	1.000000
0.894944	-2.021430	1.525463	1.000000
1.000287	-2.032080	1.605257	1.000000
0.983396	-1.978186	1.549752	1.000000
1.049792	-2.046085	1.525395	1.000000
0.913222	-2.054923	1.550913	1.000000
0.888712	-1.940929	1.649800	1.000000
0.842698	-2.030234	1.567535	1.000000
0.858510	-1.892173	1.533522	1.000000
0.880726	-2.067702	1.623724	1.000000
0.922407	-2.038953	1.577905	1.000000
0.871692	-2.081037	1.604132	1.000000
0.959213	-1.989590	1.574153	1.000000
0.928730	-1.940249	1.610622	1.000000
0.899467	-2.037776	1.552929	1.000000
0.919095	-1.974118	1.671378	1.000000
0.980471	-1.999230	1.607636	1.000000
0.902442	-1.966161	1.634753	1.000000
0.938685	-2.003347	1.545452	1.000000
0.877944	-2.077236	1.584289	1.000000
1.003572	-1.960758	1.607302	1.000000
0.823385	-1.919681	1.599439	1.000000
0.921653	-1.984623	1.643689	1.000000
0.860432	-1.982058	1.615564	1.000000
0.869239	-2.027144	1.583130	1.000000
0.946669	-2.009925	1.516423	1.000000
0.938817	-1.989252	1.679865	1.000000
0.870782	-2.018346	1.700223	1.000000
0.945502	-1.951317	1.640336	1.000000
0.929288	-1.902275	1.671777	1.000000
0.909962	-1.942373	1.673586	1.000000
0.953542	-1.946785	1.690397	1.000000
0.992702	-1.951345	1.653534	1.000000
0.941697	-1.950410	1.679042	1.000000
0.925243	-1.970346	1.650621	1.000000
0.894235	-1.887798	1.632574	1.000000
0.874946	-1.950166	1.631709	1.000000
0.955270	-1.920534	1.645623	1.000000
0.901898	-2.032340	1.645514	1.000000
0.969704	-1.934728	1.662871	1.000000
0.951206	-1.907536	1.643254	1.000000
1.010196	-1.907837	1.526016	1.000000
0.958452	-1.881469	1.639448	1.000000
1.032649	-1.926963	1.616368	1.000000
0.951594	-1.828279	1.615143	1.000000
0.920328	-1.969748	1.683609	1.000000
0.897615	-1.956588	1.602829	1.000000
0.895688	-1.837319	1.580140	1.000000
0.963367	-1.888152	1.571163	1.000000
0.936933	-1.945408	1.656253	1.000000
0.946140	-1.907672	1.747065	1.000000
0.947392	-1.899487	1.652559	1.000000
0.881579	-1.987632	1.774856	1.000000
0.950207	-1.849867	1.723037	1.000000
0.981555	-1.874550	1.614050	1.000000
0.992803	-1.960637	1.716622	1.000000
0.889898	-1.997504	1.699062	1.000000
0.969731	-1.915765	1.767862	1.000000
1.060534	-1.953529	1.753429	1.000000
0.947073	-1.905659	1.707124	1.000000
0.898868	-1.829500	1.703030	1.000000
0.911298	-1.877275	1.742881	1.000000
1.000469	-1.917096	1.729704	1.000000
1.000925	-1.822733	1.738729	1.000000
0.934681	-1.782875	1.654552	1.000000
0.994140	-1.886772	1.618908	1.000000
0.900323	-1.890157	1.727990	1.000000
0.966118	-1.955681	1.764949	1.000000
0.863082	-1.824845	1.667258	1.000000
0.994123	-1.904000	1.653776	1.000000
1.037399	-1.861426	1.763880	1.000000
0.980390	-1.848972	1.718435	1.000000
0.903129	-1.800171	1.763886	1.000000
0.886517	-1.839495	1.684089	1.000000
0.914756	-1.819602	1.689335	1.000000
0.983116	-1.865805	1.695438	1.000000
0.988222	-1.744172	1.764083	1.000000
0.951497	-1.831470	1.687402	1.000000
0.926424	-1.880271	1.696616	1.000000
1.003519	-1.851155	1.771395	1.000000
0.957358	-1.873750	1.679580	1.000000
0.933223	-1.886087	1.772733	1.000000
0.888985	-1.787051	1.802510	1.000000
1.032453	-1.898269	1.754038	1.000000
1.046901	-1.881943	1.860513	1.000000
0.926977	-1.748501	1.763137	1.000000
1.010884	-1.862749	1.659615	1.000000
0.982443	-1.752912	1.796566	1.000000
1.076676	-1.811963	1.711266	1.000000
1.054364	-1.801438	1.761251	1.000000
0.907079	-1.806716	1.771451	1.000000
0.999590	-1.795948	1.758075	1.000000
1.012253	-1.826390	1.724563	1.000000
0.964530	-1.795622	1.778409	1.000000
0.921634	-1.814824	1.778920	1.000000
0.922506	-1.725757	1.823230	1.000000
0.982720	-1.763156	1.693773	1.000000
0.888212	-1.743538	1.803058	1.000000
1.015387	-1.735428	1.808164	1.000000
0.942014	-1.827951	1.793289	1.000000
0.936473	-1.839974	1.777486	1.000000
0.994066	-1.844994	1.811594	1.000000
0.918389	-1.796654	1.751319	1.000000
1.101493	-1.797073	1.836966	1.000000
1.003708	-1.711272	1.736779	1.000000
0.985991	-1.723245	1.734921	1.000000
0.902178	-1.783124	1.778399	1.000000
1.001232	-1.692813	1.709773	1.000000
0.884276	-1.739129	1.758109	1.000000
0.976837	-1.792622	1.776005	1.000000
1.020678	-1.822423	1.808993	1.000000
0.974730	-1.757708	1.827204	1.000000
0.960361	-1.715825	1.876052	1.000000
0.984446	-1.758997	1.840009	1.000000
1.076885	-1.689332	1.867472	1.000000
0.911743	-1.716012	1.796613	1.000000
1.020206	-1.665223	1.817986	1.000000
0.981967	-1.801495	1.813857	1.000000
0.966068	-1.715020	1.890474	1.000000
1.061461	-1.738879	1.913830	1.000000
0.950375	-1.776303	1.919204	1.000000
0.924544	-1.648141	1.820492	1.000000
1.001077	-1.770743	1.934468	1.000000
0.991250	-1.698972	1.800422	1.000000
1.045819	-1.747791	1.825050	1.000000
0.959842	-1.626853	1.795617	1.000000
0.983804	-1.729799	1.911564	1.000000
1.016251	-1.725874	1.869018	1.000000
0.939885	-1.708961	1.875410	1.000000
0.902533	-1.590345	1.848723	1.000000
1.067410	-1.706109	1.860576	1.000000
1.018042	-1.773033	1.801865	1.000000
0.970227	-1.743813	1.863302	1.000000
1.033833	-1.683948	1.841449	1.000000
0.904403	-1.736796	1.893140	1.000000
1.108136	-1.723102	1.826906	1.000000
1.083610	-1.623337	1.927484	1.000000
1.036116	-1.680439	1.863577	1.000000
1.009064	-1.686763	1.900932	1.000000
1.008944	-1.635501	1.893467	1.000000
1.003711	-1.624658	1.915393	1.000000
1.006466	-1.677376	1.952893	1.000000
1.056469	-1.597199	1.891752	1.000000
0.939041	-1.610771	1.899577	1.000000
1.013945	-1.626089	1.784172	1.000000
1.019686	-1.630252	1.873921	1.000000
1.056530	-1.699536	1.903007	1.000000
0.985518	-1.676697	1.854659	1.000000
0.932687	-1.718832	1.943894	1.000000
1.014867	-1.640958	1.962385	1.000000
1.050671	-1.638114	1.900277	1.000000
1.083624	-1.626870	1.900940	1.000000
0.929718	-1.566954	1.911128	1.000000
1.004735	-1.653925	1.933506	1.000000
1.080114	-1.670072	1.905078	1.000000
1.012719	-1.580668	1.994218	1.000000
1.034060	-1.585274	1.866559	1.000000
1.039778	-1.634095	1.854561	1.000000
0.992123	-1.647712	1.982611	1.000000
1.048886	-1.574683	1.920841	1.000000
0.968836	-1.657951	2.030706	1.000000
1.086720	-1.590907	1.918389	1.000000
1.037259	-1.729592	1.980718	1.000000
1.051161	-1.613467	1.860838	1.000000
0.946630	-1.565446	1.899929	1.000000
0.887407	-1.627130	2.033864	1.000000
0.958094	-1.625490	1.886008	1.000000
0.932797	-1.568588	1.876250	1.000000
1.020090	-1.642666	1.873432	1.000000
1.016754	-1.644228	1.966134	1.000000
1.022991	-1.676796	1.922649	1.000000
1.024408	-1.610790	1.912450	1.000000
0.977137	-1.665892	1.983039	1.000000
0.984438	-1.626739	1.999351	1.000000
1.026308	-1.670475	1.911290	1.000000
1.076628	-1.539798	1.942231	1.000000
0.968655	-1.594384	1.996438	1.000000
1.031340	-1.544388	2.057952	1.000000
1.008522	-1.513302	1.965953	1.000000
1.039388	-1.549477	2.028815	1.000000
0.963482	-1.581778	1.913351	1.000000
1.042672	-1.636785	1.961264	1.000000
0.967434	-1.626409	2.025679	1.000000
1.103473	-1.520844	1.976899	1.000000
0.941347	-1.637039	2.021361	1.000000
0.973200	-1.527464	2.022811	1.000000
1.007739	-1.616372	2.078417	1.000000
0.995651	-1.601921	2.029215	1.000000
0.907905	-1.586618	2.068284	1.000000
1.023658	-1.488837	2.091516	1.000000
0.959856	-1.542333	1.991023	1.000000
0.935576	-1.542632	2.051785	1.000000
1.100805	-1.569386	2.089522	1.000000
0.991180	-1.567929	1.983772	1.000000
1.130331	-1.565276	2.068844	1.000000
1.025350	-1.518442	1.979965	1.000000
0.992441	-1.521908	2.012673	1.000000
0.921683	-1.517553	2.108582	1.000000
0.977023	-1.527548	1.996083	1.000000
1.101180	-1.573765	2.068194	1.000000
1.012142	-1.425858	2.079765	1.000000
1.006704	-1.594854	1.869582	1.000000
0.958655	-1.468001	2.114348	1.000000
0.976322	-1.499993	2.094085	1.000000
1.006219	-1.465929	2.151323	1.000000
1.046870	-1.586314	2.142684	1.000000
0.973045	-1.531068	2.033884	1.000000
1.033795	-1.498396	1.964700	1.000000
0.998043	-1.432128	2.071152	1.000000
1.062570	-1.558941	2.145312	1.000000
0.994348	-1.554750	2.068779	1.000000
0.924963	-1.464162	2.082230	1.000000
0.929393	-1.534384	2.016715	1.000000
0.980893	-1.528078	2.022276	1.000000
0.977596	-1.439489	2.015793	1.000000
0.922462	-1.492271	2.105255	1.000000
1.052061	-1.529929	2.132535	1.000000
1.002660	-1.437800	2.017309	1.000000
0.943593	-1.425981	2.181647	1.000000
0.914379	-1.452754	2.054721	1.000000
